Season,Week,Contestant,Judge_Score_Raw,Reconstructed_Vote_Share,Result_Status,Is_Eliminated
25,4,Vanessa Lachey,24.0,0.08663520833354738,Eliminated Week 7,False
25,5,Sasha Pieterse,24.0,0.09197206872834482,Eliminated Week 5,True
25,5,Frankie Muniz,29.0,0.10081705677008977,3rd Place,False
25,5,Jordan Fisher,30.0,0.12027618077647885,1st Place,False
25,5,Nikki Bella,27.0,0.09711800347060356,Eliminated Week 7,False
25,5,Terrell Owens,25.0,0.08914444590357935,Eliminated Week 8,False
25,5,Victoria Arlen,27.0,0.09893058939228867,Eliminated Week 9,False
25,5,Lindsey Stirling,28.0,0.11165873791719422,2nd Place,False
25,5,Nick Lachey,22.0,0.09964490397738696,Eliminated Week 6,False
25,5,Drew Scott,25.0,0.09600583314582248,Eliminated Week 10,False
25,5,Vanessa Lachey,24.0,0.0944321799182114,Eliminated Week 7,False
25,6,Frankie Muniz,31.0,0.1024130839106021,3rd Place,False
25,6,Jordan Fisher,39.0,0.13471327319205526,1st Place,False
25,6,Nikki Bella,36.0,0.11605436294580967,Eliminated Week 7,False
25,6,Terrell Owens,37.0,0.1192127366673509,Eliminated Week 8,False
25,6,Victoria Arlen,31.0,0.10699826284457783,Eliminated Week 9,False
25,6,Lindsey Stirling,40.0,0.11931925081374516,2nd Place,False
25,6,Nick Lachey,26.0,0.07473554991713745,Eliminated Week 6,True
25,6,Drew Scott,30.0,0.11014759000641051,Eliminated Week 10,False
25,6,Vanessa Lachey,36.0,0.11640588970231122,Eliminated Week 7,False
25,7,Frankie Muniz,30.0,0.15878191145643672,3rd Place,False
25,7,Jordan Fisher,27.0,0.1397146678605893,1st Place,False
25,7,Nikki Bella,24.0,0.1079361324015673,Eliminated Week 7,True
25,7,Terrell Owens,24.5,0.11102474831543477,Eliminated Week 8,False
25,7,Victoria Arlen,28.5,0.11138180744723943,Eliminated Week 9,False
25,7,Lindsey Stirling,25.5,0.12059308792024723,2nd Place,False
25,7,Drew Scott,28.5,0.13114667220981507,Eliminated Week 10,False
25,7,Vanessa Lachey,27.0,0.11942097238867025,Eliminated Week 7,False
25,8,Frankie Muniz,26.5,0.16553366766518768,3rd Place,False
25,8,Jordan Fisher,30.0,0.1927888308905317,1st Place,False
25,8,Terrell Owens,25.5,0.15067609954268005,Eliminated Week 8,True
25,8,Victoria Arlen,24.0,0.16027076407942129,Eliminated Week 9,False
25,8,Lindsey Stirling,27.0,0.16726498556384448,2nd Place,False
25,8,Drew Scott,23.5,0.16346565225833504,Eliminated Week 10,False
25,9,Frankie Muniz,25.5,0.20641325793161835,3rd Place,False
25,9,Jordan Fisher,29.0,0.2039865979031563,1st Place,False
25,9,Victoria Arlen,28.0,0.18788473941309985,Eliminated Week 9,True
25,9,Lindsey Stirling,28.5,0.18419103570939616,2nd Place,False
25,9,Drew Scott,24.0,0.21752436904272945,Eliminated Week 10,False
25,10,Frankie Muniz,38.8887,0.2688725279957658,3rd Place,False
25,10,Jordan Fisher,40.0,0.24412004407158347,1st Place,False
25,10,Lindsey Stirling,40.0,0.2403741218661,2nd Place,False
25,10,Drew Scott,37.5,0.2466333060665508,Eliminated Week 10,True
26,1,Jamie Anderson,19.0,0.08025461922136608,Eliminated Week 1,True
26,1,Johnny Damon,18.0,0.08587655718556313,Eliminated Week 1,False
26,1,Kareem Abdul-Jabbar,17.0,0.09473032974757103,Eliminated Week 2,False
26,1,Arike Ogunbowale,20.0,0.09700554046230388,Eliminated Week 2,False
26,1,Jennie Finch Daigle,21.0,0.07308160699878376,Eliminated Week 3,False
26,1,Chris Mazdzer,21.0,0.11566760215606947,Eliminated Week 3,False
26,1,Mirai Nagasu,23.0,0.12675187673754396,Eliminated Week 3,False
26,1,Tonya Harding,23.0,0.10422449942038273,3rd Place,False
26,1,Josh Norman,24.0,0.11927509618532293,2nd Place,False
26,1,Adam Rippon,24.0,0.10313227188509315,1st Place,False
26,2,Kareem Abdul-Jabbar,29.5,0.11993537644436741,Eliminated Week 2,True
26,2,Arike Ogunbowale,35.0,0.12753890575735433,Eliminated Week 2,False
26,2,Jennie Finch Daigle,31.5,0.1256924978341791,Eliminated Week 3,False
26,2,Chris Mazdzer,33.0,0.1126072726914886,Eliminated Week 3,False
26,2,Mirai Nagasu,37.0,0.13552076967823304,Eliminated Week 3,False
26,2,Tonya Harding,33.0,0.13705358437166484,3rd Place,False
26,2,Josh Norman,31.5,0.11411697330232816,2nd Place,False
26,2,Adam Rippon,37.0,0.12753461992038456,1st Place,False
26,3,Jennie Finch Daigle,29.0,0.1320460670830439,Eliminated Week 3,True
26,3,Chris Mazdzer,33.0,0.14255792353864927,Eliminated Week 3,False
26,3,Mirai Nagasu,35.0,0.1713223561697622,Eliminated Week 3,False
26,3,Tonya Harding,35.0,0.1700810677863508,3rd Place,False
26,3,Josh Norman,38.0,0.17422389848763573,2nd Place,False
26,3,Adam Rippon,41.0,0.20976868693455822,1st Place,False
27,1,Juan Pablo Di Pace,22.0,0.0961698956245478,Eliminated Week 8,False
27,1,Evanna Lynch,18.0,0.07064745261250102,3rd Place,False
27,1,Nancy McKeon,19.5,0.0662344102736315,Eliminated Week 3,False
27,1,John Schneider,18.0,0.06429946712578377,Eliminated Week 7,False
27,1,Milo Manheim,20.0,0.07465415934114424,2nd Place,False
27,1,Danelle Umstead,18.0,0.06701698383732728,Eliminated Week 2,False
27,1,Mary Lou Retton,20.0,0.07636391386531986,Eliminated Week 6,False
27,1,DeMarcus Ware,23.0,0.09931132958548333,Eliminated Week 7,False
27,1,Nikki Glaser,17.5,0.055719224636832265,Eliminated Week 1,True
27,1,Bobby Bones,20.0,0.07362380277978588,1st Place,False
27,1,Tinashe,23.0,0.08782752846567814,Eliminated Week 4,False
27,1,Alexis Ren,22.0,0.09867711701905416,4th Place,False
27,1,Joe Amabile,14.0,0.06945471483291071,Eliminated Week 8,False
27,2,Juan Pablo Di Pace,26.0,0.10725401033136854,Eliminated Week 8,False
27,2,Evanna Lynch,24.0,0.08822893952523697,3rd Place,False
27,2,Nancy McKeon,20.5,0.06779817793528622,Eliminated Week 3,False
27,2,John Schneider,21.5,0.07618743615800573,Eliminated Week 7,False
27,2,Milo Manheim,26.0,0.09666434331182773,2nd Place,False
27,2,Danelle Umstead,18.5,0.06576865309283843,Eliminated Week 2,True
27,2,Mary Lou Retton,23.0,0.08024215610601623,Eliminated Week 6,False
27,2,DeMarcus Ware,23.5,0.09217607073162049,Eliminated Week 7,False
27,2,Bobby Bones,19.5,0.08011434408796554,1st Place,False
27,2,Tinashe,26.0,0.10033722254455395,Eliminated Week 4,False
27,2,Alexis Ren,24.5,0.07575313541146204,4th Place,False
27,2,Joe Amabile,17.5,0.0694755107638181,Eliminated Week 8,False
27,3,Juan Pablo Di Pace,30.0,0.10396827024934507,Eliminated Week 8,False
27,3,Evanna Lynch,27.0,0.08882127415949952,3rd Place,False
27,3,Nancy McKeon,22.0,0.06537411191085776,Eliminated Week 3,True
27,3,John Schneider,21.0,0.08791239687494024,Eliminated Week 7,False
27,3,Milo Manheim,27.0,0.09698903988273605,2nd Place,False
27,3,Mary Lou Retton,24.0,0.08799478925759428,Eliminated Week 6,False
27,3,DeMarcus Ware,26.0,0.11142661176064747,Eliminated Week 7,False
27,3,Bobby Bones,23.0,0.08652820930577576,1st Place,False
27,3,Tinashe,27.0,0.09472267440689291,Eliminated Week 4,False
27,3,Alexis Ren,26.0,0.09611836267937719,4th Place,False
27,3,Joe Amabile,18.0,0.08014425951233377,Eliminated Week 8,False
27,4,Juan Pablo Di Pace,24.0,0.09250232447645688,Eliminated Week 8,False
27,4,Evanna Lynch,24.0,0.11486525654509543,3rd Place,False
27,4,John Schneider,21.0,0.09607412804443399,Eliminated Week 7,False
27,4,Milo Manheim,29.0,0.13347332114278276,2nd Place,False
27,4,Mary Lou Retton,26.0,0.0954965530937888,Eliminated Week 6,False
27,4,DeMarcus Ware,22.0,0.09631214241014517,Eliminated Week 7,False
27,4,Bobby Bones,20.0,0.0896162437090077,1st Place,False
27,4,Tinashe,26.0,0.06374417474349045,Eliminated Week 4,True
27,4,Alexis Ren,25.0,0.10674788798786009,4th Place,False
27,4,Joe Amabile,15.0,0.11116796784693875,Eliminated Week 8,False
27,6,Juan Pablo Di Pace,30.0,0.13410967810296462,Eliminated Week 8,False
27,6,Evanna Lynch,29.0,0.11095185027277936,3rd Place,False
27,6,John Schneider,19.0,0.10215733949415579,Eliminated Week 7,False
27,6,Milo Manheim,30.0,0.12805761249112743,2nd Place,False
27,6,Mary Lou Retton,24.0,0.08031327835878463,Eliminated Week 6,True
27,6,DeMarcus Ware,26.0,0.12283184355780462,Eliminated Week 7,False
27,6,Bobby Bones,22.0,0.0890569028129331,1st Place,False
27,6,Alexis Ren,27.0,0.1271203229242056,4th Place,False
27,6,Joe Amabile,22.0,0.10540117198524468,Eliminated Week 8,False
27,7,Juan Pablo Di Pace,28.0,0.1281198438877223,Eliminated Week 8,False
27,7,Evanna Lynch,29.5,0.1558506180929734,3rd Place,False
27,7,John Schneider,27.0,0.09920978258475065,Eliminated Week 7,True
27,7,Milo Manheim,29.0,0.1160603915562733,2nd Place,False
27,7,DeMarcus Ware,26.5,0.1015186331594633,Eliminated Week 7,False
27,7,Bobby Bones,26.5,0.1319724859829625,1st Place,False
27,7,Alexis Ren,27.5,0.1519565081281154,4th Place,False
27,7,Joe Amabile,23.5,0.11531173660773916,Eliminated Week 8,False
27,8,Juan Pablo Di Pace,30.0,0.13147881668304123,Eliminated Week 8,True
27,8,Evanna Lynch,29.0,0.16539362634129084,3rd Place,False
27,8,Milo Manheim,27.5,0.1694021364582875,2nd Place,False
27,8,Bobby Bones,22.5,0.1780726676147183,1st Place,False
27,8,Alexis Ren,29.0,0.1806856753500557,4th Place,False
27,8,Joe Amabile,23.0,0.17496707755260646,Eliminated Week 8,False
28,2,Kate Flannery,21.0,0.09519181487952028,Eliminated Week 8,False
28,2,James Van Der Beek,20.0,0.08719694453592733,Eliminated Week 10,False
28,2,Kel Mitchell,20.0,0.08594529181366913,2nd Place,False
28,2,Ray Lewis,15.0,0.05676028365866228,Withdrew,False
28,2,Lamar Odom,12.0,0.0602524704874445,Eliminated Week 4,False
28,2,Sailor Brinkley-Cook,18.0,0.09666070133093094,Eliminated Week 6,False
28,2,Sean Spicer,16.0,0.08906809793651811,Eliminated Week 9,False
28,2,Mary Wilson,15.0,0.04654384035045821,Eliminated Week 2,True
28,2,Lauren Alaina,19.0,0.08470862022696926,4th Place,False
28,2,Ally Brooke,20.0,0.08966537338277022,3rd Place,False
28,2,Karamo Brown,19.0,0.09743923376821696,Eliminated Week 7,False
28,2,Hannah Brown,24.0,0.1105673276289129,1st Place,False
28,4,Kate Flannery,26.0,0.09824596940218075,Eliminated Week 8,False
28,4,James Van Der Beek,28.0,0.1030828038479921,Eliminated Week 10,False
28,4,Kel Mitchell,32.0,0.12785070721588943,2nd Place,False
28,4,Lamar Odom,20.0,0.07063441262933115,Eliminated Week 4,True
28,4,Sailor Brinkley-Cook,31.0,0.1076487985717843,Eliminated Week 6,False
28,4,Sean Spicer,21.0,0.067098313338551,Eliminated Week 9,False
28,4,Lauren Alaina,32.0,0.11088660215148516,4th Place,False
28,4,Ally Brooke,32.0,0.11655432857244373,3rd Place,False
28,4,Karamo Brown,28.0,0.09408448407147524,Eliminated Week 7,False
28,4,Hannah Brown,32.0,0.10391358019886718,1st Place,False
28,6,Kate Flannery,27.0,0.12243666571475906,Eliminated Week 8,False
28,6,James Van Der Beek,27.0,0.10705071216214003,Eliminated Week 10,False
28,6,Kel Mitchell,26.0,0.1196643708889747,2nd Place,False
28,6,Sailor Brinkley-Cook,27.0,0.09627530942531799,Eliminated Week 6,True
28,6,Sean Spicer,21.0,0.12260109889900224,Eliminated Week 9,False
28,6,Lauren Alaina,26.0,0.11241416024788704,4th Place,False
28,6,Ally Brooke,25.0,0.10505723924987939,3rd Place,False
28,6,Karamo Brown,25.0,0.1050572392498794,Eliminated Week 7,False
28,6,Hannah Brown,24.0,0.1094432041621601,1st Place,False
28,7,Kate Flannery,24.0,0.11994745062600605,Eliminated Week 8,False
28,7,James Van Der Beek,27.0,0.13308725270387275,Eliminated Week 10,False
28,7,Kel Mitchell,25.5,0.12257963011371598,2nd Place,False
28,7,Sean Spicer,21.0,0.11950538680547385,Eliminated Week 9,False
28,7,Lauren Alaina,27.0,0.13535702042569583,4th Place,False
28,7,Ally Brooke,27.0,0.14019056071138977,3rd Place,False
28,7,Karamo Brown,24.5,0.1021686541322065,Eliminated Week 7,True
28,7,Hannah Brown,26.0,0.12716404448163934,1st Place,False
28,8,Kate Flannery,25.9998,0.10635668768814992,Eliminated Week 8,True
28,8,James Van Der Beek,31.9998,0.15567846736743074,Eliminated Week 10,False
28,8,Kel Mitchell,29.9998,0.15022552833182362,2nd Place,False
28,8,Sean Spicer,20.0,0.1374538631790328,Eliminated Week 9,False
28,8,Lauren Alaina,24.0,0.14220339572905238,4th Place,False
28,8,Ally Brooke,30.0,0.1457181743064552,3rd Place,False
28,8,Hannah Brown,30.9998,0.16236388339805535,1st Place,False
28,9,James Van Der Beek,36.0,0.17107862266965107,Eliminated Week 10,False
28,9,Kel Mitchell,37.0,0.16983342580660712,2nd Place,False
28,9,Sean Spicer,25.0,0.13372714341547223,Eliminated Week 9,True
28,9,Lauren Alaina,35.0,0.1608059247024033,4th Place,False
28,9,Ally Brooke,40.0,0.18807381918436664,3rd Place,False
28,9,Hannah Brown,35.5,0.1764810642214997,1st Place,False
28,10,James Van Der Beek,25.5,0.18509895919090383,Eliminated Week 10,True
28,10,Kel Mitchell,28.5,0.22024331381476253,2nd Place,False
28,10,Lauren Alaina,27.0,0.1958107219983956,4th Place,False
28,10,Ally Brooke,29.5,0.20022204352103648,3rd Place,False
28,10,Hannah Brown,27.0,0.19862496147490155,1st Place,False
29,2,Anne Heche,18.0,0.052418651085253246,Eliminated Week 4,False
29,2,Jesse Metcalfe,20.0,0.07239274093144012,Eliminated Week 5,False
29,2,Chrishell Stause,18.0,0.06248789568000141,Eliminated Week 8,False
29,2,Skai Jackson,15.0,0.059375621193939104,Eliminated Week 10,False
29,2,Justina Machado,21.0,0.09003156745423603,4th Place,False
29,2,Charles Oakley,15.0,0.05024144950511455,Eliminated Week 2,True
29,2,Veron Davis,18.0,0.055710141501790426,Eliminated Week 6,False
29,2,Johnny Weir,18.0,0.06754905245341133,Eliminated Week 10,False
29,2,Nev Schulman,21.0,0.07779114549583004,2nd Place,False
29,2,AJ McLean,19.0,0.07327209088754565,Eliminated Week 9,False
29,2,Nelly,18.0,0.06575794536031196,3rd Place,False
29,2,Kaitlyn Bristowe,22.0,0.08893683173551903,1st Place,False
29,2,Carole Baskin,16.0,0.06345067604554619,Eliminated Week 3,False
29,2,Monica Aldama,16.0,0.05467014182208767,Eliminated Week 7,False
29,2,Jeannie Mai,18.0,0.06591404884797329,Withdrew,False
29,3,Anne Heche,15.0,0.05489756599200446,Eliminated Week 4,False
29,3,Jesse Metcalfe,20.0,0.06580152181845889,Eliminated Week 5,False
29,3,Chrishell Stause,22.0,0.069067645015557,Eliminated Week 8,False
29,3,Skai Jackson,18.0,0.07866170346904808,Eliminated Week 10,False
29,3,Justina Machado,19.0,0.04876410029810003,4th Place,False
29,3,Veron Davis,22.0,0.08314361956427643,Eliminated Week 6,False
29,3,Johnny Weir,24.0,0.08912148315932578,Eliminated Week 10,False
29,3,Nev Schulman,24.0,0.07806952767545092,2nd Place,False
29,3,AJ McLean,21.0,0.07414679575387893,Eliminated Week 9,False
29,3,Nelly,18.0,0.07236672809178876,3rd Place,False
29,3,Kaitlyn Bristowe,23.0,0.09381696764282796,1st Place,False
29,3,Carole Baskin,12.0,0.03833827044604867,Eliminated Week 3,True
29,3,Monica Aldama,21.0,0.07318359105922483,Eliminated Week 7,False
29,3,Jeannie Mai,22.0,0.08062048001400937,Withdrew,False
29,4,Anne Heche,21.0,0.06950975451710927,Eliminated Week 4,True
29,4,Jesse Metcalfe,21.0,0.07584261032952178,Eliminated Week 5,False
29,4,Chrishell Stause,22.0,0.06881934044026351,Eliminated Week 8,False
29,4,Skai Jackson,28.0,0.09459476091495303,Eliminated Week 10,False
29,4,Justina Machado,24.0,0.07471978710803137,4th Place,False
29,4,Veron Davis,22.0,0.07546294765999713,Eliminated Week 6,False
29,4,Johnny Weir,24.0,0.077343302919192,Eliminated Week 10,False
29,4,Nev Schulman,24.0,0.07537424950678272,2nd Place,False
29,4,AJ McLean,24.0,0.0725914849047625,Eliminated Week 9,False
29,4,Nelly,21.0,0.07532250926978927,3rd Place,False
29,4,Kaitlyn Bristowe,25.0,0.0898868992847863,1st Place,False
29,4,Monica Aldama,24.0,0.08101259862770187,Eliminated Week 7,False
29,4,Jeannie Mai,21.0,0.06951975451710928,Withdrew,False
29,5,Jesse Metcalfe,19.0,0.06782597626750023,Eliminated Week 5,True
29,5,Chrishell Stause,19.0,0.06997364772527245,Eliminated Week 8,False
29,5,Skai Jackson,24.0,0.07269393094951836,Eliminated Week 10,False
29,5,Justina Machado,24.0,0.08730230401798747,4th Place,False
29,5,Veron Davis,21.0,0.084215961777899,Eliminated Week 6,False
29,5,Johnny Weir,29.0,0.09554323232863966,Eliminated Week 10,False
29,5,Nev Schulman,26.0,0.1000194141427376,2nd Place,False
29,5,AJ McLean,24.0,0.08566365245605997,Eliminated Week 9,False
29,5,Nelly,24.0,0.06815439454978327,3rd Place,False
29,5,Kaitlyn Bristowe,27.0,0.09783185173778448,1st Place,False
29,5,Monica Aldama,26.0,0.09031436304654585,Eliminated Week 7,False
29,5,Jeannie Mai,24.0,0.08046127100027153,Withdrew,False
29,6,Chrishell Stause,24.0,0.09496455019214593,Eliminated Week 8,False
29,6,Skai Jackson,18.0,0.07098272726082336,Eliminated Week 10,False
29,6,Justina Machado,27.0,0.10269324960183117,4th Place,False
29,6,Veron Davis,21.0,0.059778697410077096,Eliminated Week 6,True
29,6,Johnny Weir,22.0,0.10183468413316468,Eliminated Week 10,False
29,6,Nev Schulman,26.0,0.09163572966927011,2nd Place,False
29,6,AJ McLean,27.0,0.10569091312204928,Eliminated Week 9,False
29,6,Nelly,24.0,0.09784674564425291,3rd Place,False
29,6,Kaitlyn Bristowe,27.0,0.1004016072909434,1st Place,False
29,6,Monica Aldama,27.0,0.0839625422822344,Eliminated Week 7,False
29,6,Jeannie Mai,25.0,0.09020855339320771,Withdrew,False
29,7,Chrishell Stause,26.0,0.10134640746991448,Eliminated Week 8,False
29,7,Skai Jackson,27.0,0.11788907193022743,Eliminated Week 10,False
29,7,Justina Machado,26.0,0.10404975168506687,4th Place,False
29,7,Johnny Weir,27.0,0.08318688619351168,Eliminated Week 10,False
29,7,Nev Schulman,30.0,0.10866286197660328,2nd Place,False
29,7,AJ McLean,26.0,0.10161865113909896,Eliminated Week 9,False
29,7,Nelly,27.0,0.10029275033039832,3rd Place,False
29,7,Kaitlyn Bristowe,24.0,0.09023846584057914,1st Place,False
29,7,Monica Aldama,22.0,0.08550409163456198,Eliminated Week 7,True
29,7,Jeannie Mai,25.0,0.1072110618000379,Withdrew,False
29,8,Chrishell Stause,27.0,0.09707764510690849,Eliminated Week 8,True
29,8,Skai Jackson,26.9998,0.12488054901477603,Eliminated Week 10,False
29,8,Justina Machado,28.9998,0.12874910678080095,4th Place,False
29,8,Johnny Weir,30.0,0.1571956702581352,Eliminated Week 10,False
29,8,Nev Schulman,30.0,0.13537470034003113,2nd Place,False
29,8,AJ McLean,27.0,0.12032817040022867,Eliminated Week 9,False
29,8,Nelly,24.0,0.11060118296913887,3rd Place,False
29,8,Kaitlyn Bristowe,28.0,0.1257929751299807,1st Place,False
29,9,Skai Jackson,28.9998,0.13305522521209856,Eliminated Week 10,False
29,9,Justina Machado,25.9998,0.15248813198889338,4th Place,False
29,9,Johnny Weir,30.0,0.13607473788217336,Eliminated Week 10,False
29,9,Nev Schulman,28.9998,0.16949068956978786,2nd Place,False
29,9,AJ McLean,24.9998,0.12517241009169738,Eliminated Week 9,True
29,9,Nelly,24.0,0.13036274244540666,3rd Place,False
29,9,Kaitlyn Bristowe,30.0,0.1533560628099428,1st Place,False
29,10,Skai Jackson,28.5,0.1537801651148073,Eliminated Week 10,True
29,10,Justina Machado,29.0,0.17915709735803956,4th Place,False
29,10,Johnny Weir,28.5,0.16427185433438132,Eliminated Week 10,False
29,10,Nev Schulman,30.0,0.15412596205503434,2nd Place,False
29,10,Nelly,28.0,0.17276771837695698,3rd Place,False
29,10,Kaitlyn Bristowe,30.0,0.17589720276078058,1st Place,False
30,2,Martin Kove,15.0,0.03881404298084677,Eliminated Week 2,True
30,2,Brian Austin Green,23.0,0.06132862044607141,Eliminated Week 4,False
30,2,Melora Hardin,27.0,0.06799958693808884,Eliminated Week 9,False
30,2,Matt James,22.0,0.0567745709747459,Eliminated Week 4,False
30,2,"Mike ""The Miz"" Mizanin",26.0,0.05818388562546209,Eliminated Week 7,False
30,2,Suni Lee,28.0,0.06646745396548481,Eliminated Week 9,False
30,2,Iman Shumpert,25.0,0.05979616685313894,1st Place,False
30,2,Cody Rigsby,24.0,0.07211650197180187,3rd Place,False
30,2,Melanie C,30.0,0.07964640353902633,Eliminated Week 5,False
30,2,Jimmie Allen,27.0,0.06769766637485213,Eliminated Week 8,False
30,2,Olivia Jade,27.0,0.07385056249958155,Eliminated Week 8,False
30,2,JoJo Siwa,31.0,0.08500088843078869,2nd Place,False
30,2,Christine Chiu,24.0,0.0704158773840911,Eliminated Week 3,False
30,2,Kenya Moore,24.0,0.06002477595187508,Eliminated Week 6,False
30,2,Amanda Kloots,32.0,0.0818829960641442,4th Place,False
30,3,Brian Austin Green,19.0,0.06416283601536131,Eliminated Week 4,False
30,3,Melora Hardin,23.0,0.07008335156158525,Eliminated Week 9,False
30,3,Matt James,20.0,0.06841344083482379,Eliminated Week 4,False
30,3,"Mike ""The Miz"" Mizanin",22.0,0.07300394500598369,Eliminated Week 7,False
30,3,Suni Lee,21.0,0.08029326401596464,Eliminated Week 9,False
30,3,Iman Shumpert,19.0,0.0641628360153613,1st Place,False
30,3,Cody Rigsby,18.0,0.06751854071334788,3rd Place,False
30,3,Melanie C,22.0,0.08115987807839387,Eliminated Week 5,False
30,3,Jimmie Allen,20.0,0.062397672124111944,Eliminated Week 8,False
30,3,Olivia Jade,24.0,0.08133799215670788,Eliminated Week 8,False
30,3,JoJo Siwa,24.0,0.07252021863977012,2nd Place,False
30,3,Christine Chiu,21.0,0.057441426619388156,Eliminated Week 3,True
30,3,Kenya Moore,21.0,0.07246238687560794,Eliminated Week 6,False
30,3,Amanda Kloots,24.0,0.08504221134359224,4th Place,False
30,4,Brian Austin Green,26.0,0.06944247740369155,Eliminated Week 4,True
30,4,Melora Hardin,36.5,0.08740967588197394,Eliminated Week 9,False
30,4,Matt James,28.5,0.06868032244564556,Eliminated Week 4,False
30,4,"Mike ""The Miz"" Mizanin",32.5,0.07342587956010453,Eliminated Week 7,False
30,4,Suni Lee,34.0,0.08242718958414633,Eliminated Week 9,False
30,4,Iman Shumpert,31.5,0.0808993622480266,1st Place,False
30,4,Cody Rigsby,29.0,0.07362077422736645,3rd Place,False
30,4,Melanie C,33.0,0.07419818271613277,Eliminated Week 5,False
30,4,Jimmie Allen,32.5,0.07246001980972293,Eliminated Week 8,False
30,4,Olivia Jade,35.0,0.08556221774145595,Eliminated Week 8,False
30,4,JoJo Siwa,35.0,0.08054054793293096,2nd Place,False
30,4,Kenya Moore,29.5,0.0668344795137645,Eliminated Week 6,False
30,4,Amanda Kloots,34.0,0.08449887093503804,4th Place,False
30,5,Melora Hardin,36.0,0.09488904076303555,Eliminated Week 9,False
30,5,"Mike ""The Miz"" Mizanin",32.0,0.0798327421370974,Eliminated Week 7,False
30,5,Suni Lee,36.0,0.09713885092554746,Eliminated Week 9,False
30,5,Iman Shumpert,28.0,0.0902223525267078,1st Place,False
30,5,Cody Rigsby,32.0,0.08751059277198346,3rd Place,False
30,5,Melanie C,36.0,0.069433131747487,Eliminated Week 5,True
30,5,Jimmie Allen,34.0,0.09077735727508848,Eliminated Week 8,False
30,5,Olivia Jade,36.0,0.08752460080195479,Eliminated Week 8,False
30,5,JoJo Siwa,40.0,0.09846424186224538,2nd Place,False
30,5,Kenya Moore,36.0,0.0980122313299665,Eliminated Week 6,False
30,5,Amanda Kloots,39.0,0.10619485785888631,4th Place,False
30,6,Melora Hardin,34.0,0.0918598021715477,Eliminated Week 9,False
30,6,"Mike ""The Miz"" Mizanin",34.0,0.09814605183671309,Eliminated Week 7,False
30,6,Suni Lee,36.0,0.0950012367129014,Eliminated Week 9,False
30,6,Iman Shumpert,40.0,0.10379600083673475,1st Place,False
30,6,Cody Rigsby,36.0,0.09975826735159092,3rd Place,False
30,6,Jimmie Allen,38.0,0.11236593186321829,Eliminated Week 8,False
30,6,Olivia Jade,36.0,0.09980516350721544,Eliminated Week 8,False
30,6,JoJo Siwa,40.0,0.10407110794362837,2nd Place,False
30,6,Kenya Moore,32.0,0.07557461732036479,Eliminated Week 6,True
30,6,Amanda Kloots,38.0,0.11962182045608523,4th Place,False
30,7,Melora Hardin,38.0,0.116209888047574,Eliminated Week 9,False
30,7,"Mike ""The Miz"" Mizanin",32.0,0.09259771711767203,Eliminated Week 7,True
30,7,Suni Lee,34.0,0.10738151122552302,Eliminated Week 9,False
30,7,Iman Shumpert,34.0,0.10351433201244543,1st Place,False
30,7,Cody Rigsby,36.0,0.10069772298549742,3rd Place,False
30,7,Jimmie Allen,38.0,0.11818902869602091,Eliminated Week 8,False
30,7,Olivia Jade,42.0,0.13865262878671103,Eliminated Week 8,False
30,7,JoJo Siwa,39.0,0.12168827969939061,2nd Place,False
30,7,Amanda Kloots,34.0,0.1010688914291656,4th Place,False
30,8,Melora Hardin,42.0,0.1453697647880532,Eliminated Week 9,False
30,8,Suni Lee,42.0,0.12265935049486708,Eliminated Week 9,False
30,8,Iman Shumpert,35.0,0.10609807244957645,1st Place,False
30,8,Cody Rigsby,38.0,0.1213502127342855,3rd Place,False
30,8,Jimmie Allen,32.0,0.11077350393593605,Eliminated Week 8,True
30,8,Olivia Jade,36.0,0.1050575179408961,Eliminated Week 8,False
30,8,JoJo Siwa,41.0,0.1533122086818597,2nd Place,False
30,8,Amanda Kloots,42.0,0.13537936897452593,4th Place,False
30,9,Melora Hardin,36.0,0.15596054757137293,Eliminated Week 9,True
30,9,Suni Lee,37.5,0.17677833911484522,Eliminated Week 9,False
30,9,Iman Shumpert,37.5,0.15233439842369284,1st Place,False
30,9,Cody Rigsby,35.5,0.1581829369519039,3rd Place,False
30,9,JoJo Siwa,40.0,0.17568987084694618,2nd Place,False
30,9,Amanda Kloots,39.5,0.181053907091239,4th Place,False
31,1,Jason Lewis,18.0,0.04598548389492366,Eliminated Week 1,True
31,1,Cheryl Ladd,21.0,0.051716305685613945,Eliminated Week 3,False
31,1,Selma Blair,28.0,0.06916715397945743,Withdrew,False
31,1,Joseph Baena,23.0,0.0539189829945458,Eliminated Week 5,False
31,1,Trevor Donovan,21.0,0.047201301781831545,Eliminated Week 9,False
31,1,Daniel Durant,27.0,0.07085373793110535,Eliminated Week 9,False
31,1,Wayne Brady,29.0,0.07507871302708227,3rd Place,False
31,1,Sam Champion,20.0,0.057336880846836795,Eliminated Week 4,False
31,1,Jessie James Decker,20.0,0.054394735331269234,Eliminated Week 6,False
31,1,Jordin Sparks,26.0,0.07829300615368981,Eliminated Week 7,False
31,1,Heidi D'Amelio,24.0,0.06499086063423255,Eliminated Week 8,False
31,1,Charli D'Amelio,32.0,0.079291516591802,1st Place,False
31,1,Teresa Giudice,20.0,0.05378120504431227,Eliminated Week 2,False
31,1,Vinny Guadagnino,17.0,0.048613284942044074,Eliminated Week 8,False
